"Story","Title","Result","Date","Stability","Duration (s)"
"Cadastramento de avaliação SIRIC","Testar novas funcionalidades","PENDING","2019-10-15T16:04:16.473-03:00[America/Sao_Paulo]","0.0","1.81"
